IPM,PERSONAS,P5010,REGION,DEPARTAMENTO,logro_educativo,alfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,empleo_formal,desempleo_larga_duracion,barreras_acceso_salud,aseguramiento_salud,hacinamiento,paredes,pisos,alcantarillado,acueducto,P8526,P8530,P1075,P1077S21,P1077S22,P1077S23,POBRE
0.2,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,2,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.04,3,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,No,No,Sí,No,No
0.2,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.2,2,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.28,4,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sin conexión,Carrotanque,Sí,No,No,No,No
0.1,2,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.3,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.24,1,1,1,Sucre,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Inod a pozo séptico,Aguatero,No,No,No,No,No
0.25,5,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.2,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,2,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.34,2,1,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.34,3,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,Sí
0.05,5,3,1,Bolívar,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.05,4,2,1,Córdoba,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,Sí,No
0.1,3,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,Sí,No,No
0.2,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.24,6,4,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.35,8,3,1,Bolívar,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.24,3,2,1,Bolívar,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,Sí,No,No
0.2,5,2,1,Bolívar,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.14,3,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.15,4,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.34,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,Sí
0.29,4,1,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.04,4,3,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.1,2,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.25,5,3,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.24,3,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.15,3,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,1,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.15,3,2,1,Sucre,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.18,3,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.38,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.15,4,2,1,Sucre,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.1,3,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.14,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,Sí,No,No
0.3,2,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,6,3,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.04,3,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.0,3,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.45,4,3,1,Sucre,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.19,5,3,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.25,5,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.19,4,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.3,4,2,1,Sucre,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.44,2,1,1,Bolívar,Sí,No,No,Sí,No,Sí,Sí,No,No,Sí,No,No,Sí,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.2,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.34,3,3,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.19,6,3,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.35,9,3,1,Córdoba,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,Sí,Sí
0.29,3,3,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.3,4,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.14,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.2,4,2,1,Córdoba,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.04,4,3,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,Sí,Sí,Sí,No
0.14,2,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,2,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,Sí,No,No
0.3,2,2,1,Sucre,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.14,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.3,3,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.4,3,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.14,4,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.14,5,3,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,Sí,No,No
0.1,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,6,2,1,Córdoba,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.1,4,3,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.0,2,1,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin conexión,Acu publi,No,No,No,No,No
0.19,3,1,1,Sucre,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,1,1,1,Sucre,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,2,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.29,5,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.0,4,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.14,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin conexión,Acu publi,No,No,No,No,No
0.35,5,2,1,Córdoba,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.14,1,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin conexión,Acu publi,No,No,No,No,No
0.3,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.43,5,2,1,Bolívar,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,Sí
0.35,5,2,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,Sí,No,Sí
0.14,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,4,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.3,4,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.1,6,3,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.45,2,2,1,Córdoba,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.3,2,2,1,Córdoba,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.25,5,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.1,1,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.05,3,2,1,Córdoba,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.34,2,1,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.1,4,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.05,3,3,1,Córdoba,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.29,2,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,Sí,No
0.3,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.25,4,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.42,4,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,Sí,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.4,1,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.2,1,1,8,San Andrés,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.3,5,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,3,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,2,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.24,2,2,1,Córdoba,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,Sí,Sí,No,No
0.2,4,3,1,Córdoba,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.43,4,2,1,Bolívar,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.48,4,3,1,Bolívar,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sin servivio,Acu publi,No,No,No,No,Sí
0.19,2,1,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,Sí,No
0.3,6,3,1,Córdoba,Sí,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.29,4,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,3,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.15,4,3,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.1,3,3,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.05,3,2,1,Sucre,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.29,3,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,3,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.24,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,4,3,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,Sí,No,No
0.59,11,2,1,Córdoba,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.34,3,3,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,Sí
0.45,5,2,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.15,2,1,1,Córdoba,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.15,4,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.3,3,3,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,Sí,No,No
0.2,6,3,1,Bolívar,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.15,5,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,4,2,1,Bolívar,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.3,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.0,1,1,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.2,2,2,1,Bolívar,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.2,2,2,1,Sucre,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.15,5,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.52,7,2,1,Córdoba,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,Sí
0.38,2,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Agua lluvia,No,No,No,No,Sí
0.25,3,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.15,4,2,1,Sucre,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,6,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.4,1,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.2,2,2,1,Córdoba,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.0,2,1,1,Sucre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,2,2,1,Sucre,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.25,5,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.04,3,3,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,Sí,No,No
0.2,2,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.19,7,3,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.4,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.1,2,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.34,2,1,8,San Andrés,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,Sí
0.25,3,2,1,Sucre,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.14,4,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,Sí,No,No
0.38,2,1,1,Córdoba,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Agua lluvia,No,No,No,No,Sí
0.24,2,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,No
0.39,8,3,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.39,3,1,1,Sucre,Sí,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,No,No,No,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,Sí
0.48,2,1,1,Córdoba,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Agua lluvia,Sí,No,No,No,Sí
0.3,3,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,4,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.2,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.19,6,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,2,2,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.1,4,3,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.1,3,4,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,Sí,No
0.2,2,2,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.0,3,2,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,Sí,No,No
0.1,2,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.37,4,1,1,Córdoba,Sí,No,No,No,Sí,No,Sí,No,No,No,Sí,No,Sí,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,Sí
0.18,4,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.28,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
